OBJECTID,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,Shape__Area,Shape__Length
8855,4c07d11e-1323-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,22059,217152,Roscrea,217152012,217152012,A217152012,0,0,8855,125567.054718018,1459.89897221997
8856,4c07d11d-fa64-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15034,257039,Greystones,257039016,257039016,A257039016,0,0,8856,208261.904937744,1821.57592686251
8857,4c07d11d-fa65-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15032,257027,Delgany,257027019,257027019,A257027019,0,0,8857,342443.096282959,3301.868056592
8858,4c07d11d-fa66-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15032,257027,Delgany,257027003,257027003,A257027003,0,0,8858,1090659.57824707,5082.59376180223
8859,4c07d11d-fa6d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15034,257039,Greystones,257039011,257039011,A257039011,0,0,8859,520704.784759521,3058.86690943904
8860,4c07d11d-fa6e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15034,257039,Greystones,257039001,257039001,A257039001,0,0,8860,394367.957763672,3084.72928403724
8861,4c07d11d-fa6f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15034,257039,Greystones,257039021,257039021,A257039021,0,0,8861,587001.714447021,3367.58128012339
8862,4c07d11e-1654-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03007,267050,Clondalkin-Monastery,267050009,267050009,A267050009,0,0,8862,328350.196838379,2906.71687718199
8863,4c07d11e-1324-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,22059,217152,Roscrea,217152006,217152006,A217152006,0,0,8863,272151.939453125,2196.56610290085
8864,4c07d11d-fa6c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14039,247002,Ardamine,247002017,247002017,A247002017,0,0,8864,218149.101409912,2610.76909802271
8865,4c07d11e-15d8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11013,167053,Kilmessan,167053003,167053003,A167053003,0,0,8865,137782.425201416,1602.85966566608
8866,4c07d11e-2362-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065063,167065063,A167065063,0,0,8866,329183.981323242,2964.17276961297
8867,4c07d11e-15e1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11026,167039,Ceannanus Mór (Kells) Rural,167039002,167039002,A167039002,0,0,8867,124316.468566895,1500.5280815661
8868,4c07d11e-2364-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065007,167065007,A167065007,0,0,8868,807021.85333252,3987.135013324
8869,4c07d11d-f9f7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03035,267143,Tallaght-Kiltipper,267143001,267143001/01,A267143001,0,2,8869,663254.184692383,3723.79941231976
8870,4c07d11d-f9f8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03035,267143,Tallaght-Kiltipper,267143013,267143013,A267143013,0,0,8870,149107.165771484,1726.68071894951
8871,4c07d11d-fa74-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14039,247002,Ardamine,247002016,247002016,A247002016,0,0,8871,145719.431396484,1654.98064737996
8872,4c07d11e-1385-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,KE,Kildare,06001,087090,Athy East Urban,087090001,087090001,A087090001,0,0,8872,135324.044921875,1586.61957763417
8873,4c07d11e-1306-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,KE,Kildare,06008,087010,Ballyshannon,087010005,087010005,A087010005,0,0,8873,434142.139129639,3152.53195514881
